# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s] mu
4.857558200e-02 1.424100000e+07 1.143200000e+02 1.832000000e+17 9.828946046e-03 1.390640000e+10 1.141340000e+05 2.817180000e+04 4.051370000e+00 1.006030000e+00 9.700380000e-01 3.967760000e-01 3.344660000e-01 2.099680000e-01 4.960770000e-07 1.742280000e-06 2.238360000e-06 1.496110000e-03 0.000000000e+00 2.724900000e+08 1.665400000e+00 1.310000000e+00 2.403500000e+15 7.540470000e-01
5.037898300e-02 1.420200000e+07 1.134000000e+02 1.817000000e+17 1.090404066e-02 1.348400000e+10 1.177160000e+05 2.817180000e+04 4.178490000e+00 1.005970000e+00 9.701390000e-01 3.967820000e-01 3.344180000e-01 2.060820000e-01 5.281850000e-07 1.818700000e-06 2.346890000e-06 1.531950000e-03 0.000000000e+00 2.732800000e+08 1.665400000e+00 1.314000000e+00 2.403200000e+15 7.519210000e-01
5.181161300e-02 1.416700000e+07 1.125900000e+02 1.803800000e+17 1.180747430e-02 1.317070000e+10 1.205170000e+05 2.817180000e+04 4.277930000e+00 1.005920000e+00 9.702300000e-01 3.967880000e-01 3.343610000e-01 2.039890000e-01 5.542270000e-07 1.886680000e-06 2.440900000e-06 1.562340000e-03 0.000000000e+00 2.739700000e+08 1.665400000e+00 1.317600000e+00 2.403000000e+15 7.500520000e-01
5.317868100e-02 1.412400000e+07 1.115900000e+02 1.787400000e+17 1.271090793e-02 1.288840000e+10 1.231530000e+05 2.817180000e+04 4.371520000e+00 1.005850000e+00 9.703410000e-01 3.967950000e-01 3.342900000e-01 2.006060000e-01 5.795460000e-07 1.937230000e-06 2.516780000e-06 1.586440000e-03 0.000000000e+00 2.748200000e+08 1.665500000e+00 1.322000000e+00 2.402500000e+15 7.477730000e-01
5.517572600e-02 1.407300000e+07 1.104300000e+02 1.768400000e+17 1.410420644e-02 1.250290000e+10 1.269400000e+05 2.817180000e+04 4.505920000e+00 1.005780000e+00 9.704710000e-01 3.968030000e-01 3.341600000e-01 1.980330000e-01 6.172300000e-07 2.031640000e-06 2.648870000e-06 1.627530000e-03 0.000000000e+00 2.758000000e+08 1.665500000e+00 1.327200000e+00 2.401900000e+15 7.451420000e-01
5.705665800e-02 1.402100000e+07 1.092400000e+02 1.748900000e+17 1.549750494e-02 1.216630000e+10 1.304350000e+05 2.817180000e+04 4.629990000e+00 1.005700000e+00 9.706050000e-01 3.968120000e-01 3.340130000e-01 1.962750000e-01 6.534730000e-07 2.125890000e-06 2.779360000e-06 1.667140000e-03 0.000000000e+00 2.768300000e+08 1.665500000e+00 1.332600000e+00 2.401100000e+15 7.424320000e-01
5.909342700e-02 1.397200000e+07 1.081600000e+02 1.730900000e+17 1.709601795e-02 1.182810000e+10 1.341410000e+05 2.817180000e+04 4.761540000e+00 1.005630000e+00 9.707290000e-01 3.968190000e-01 3.338320000e-01 1.936160000e-01 6.934290000e-07 2.218000000e-06 2.911430000e-06 1.706290000e-03 0.000000000e+00 2.777600000e+08 1.665500000e+00 1.337700000e+00 2.400300000e+15 7.399710000e-01
6.061370600e-02 1.393100000e+07 1.072400000e+02 1.715700000e+17 1.835074852e-02 1.159140000e+10 1.368540000e+05 2.817180000e+04 4.857840000e+00 1.005570000e+00 9.708340000e-01 3.968260000e-01 3.336820000e-01 1.882290000e-01 7.237670000e-07 2.244530000e-06 2.968290000e-06 1.722870000e-03 0.000000000e+00 2.785500000e+08 1.665500000e+00 1.342100000e+00 2.399500000e+15 7.379160000e-01
6.207340100e-02 1.388100000e+07 1.061500000e+02 1.697500000e+17 1.960547908e-02 1.137570000e+10 1.394160000e+05 2.817180000e+04 4.948770000e+00 1.005500000e+00 9.709600000e-01 3.968340000e-01 3.335210000e-01 1.872160000e-01 7.533960000e-07 2.316980000e-06 3.070380000e-06 1.752250000e-03 0.000000000e+00 2.794900000e+08 1.665500000e+00 1.347400000e+00 2.398400000e+15 7.354660000e-01
6.409797000e-02 1.381500000e+07 1.047000000e+02 1.673200000e+17 2.142737533e-02 1.109450000e+10 1.428980000e+05 2.817180000e+04 5.072370000e+00 1.005410000e+00 9.711300000e-01 3.968440000e-01 3.332740000e-01 1.846060000e-01 7.951450000e-07 2.400630000e-06 3.195770000e-06 1.787670000e-03 0.000000000e+00 2.807600000e+08 1.665500000e+00 1.354600000e+00 2.396900000e+15 7.322060000e-01
6.667784600e-02 1.373900000e+07 1.030800000e+02 1.645900000e+17 2.388747949e-02 1.076290000e+10 1.472150000e+05 2.817180000e+04 5.225620000e+00 1.005310000e+00 9.713210000e-01 3.968550000e-01 3.329300000e-01 1.795630000e-01 8.492920000e-07 2.479160000e-06 3.328450000e-06 1.824400000e-03 0.000000000e+00 2.821700000e+08 1.665500000e+00 1.362800000e+00 2.394800000e+15 7.286130000e-01
6.922442200e-02 1.366000000e+07 1.014100000e+02 1.617500000e+17 2.646940621e-02 1.046180000e+10 1.513460000e+05 2.817180000e+04 5.372250000e+00 1.005200000e+00 9.715210000e-01 3.968670000e-01 3.325570000e-01 1.760920000e-01 9.038410000e-07 2.570790000e-06 3.474630000e-06 1.864030000e-03 0.000000000e+00 2.836400000e+08 1.665500000e+00 1.371600000e+00 2.392400000e+15 7.249070000e-01
7.192938700e-02 1.358100000e+07 9.978300000e+01 1.589800000e+17 2.937996082e-02 1.016750000e+10 1.555910000e+05 2.817180000e+04 5.522930000e+00 1.005100000e+00 9.717180000e-01 3.968780000e-01 3.321280000e-01 1.717240000e-01 9.628410000e-07 2.651320000e-06 3.614160000e-06 1.901100000e-03 0.000000000e+00 2.850700000e+08 1.665600000e+00 1.380400000e+00 2.389700000e+15 7.213330000e-01
7.432811800e-02 1.350500000e+07 9.822300000e+01 1.563100000e+17 3.210652567e-02 9.926040000e+09 1.592330000e+05 2.817180000e+04 5.652200000e+00 1.005000000e+00 9.719100000e-01 3.968900000e-01 3.317190000e-01 1.684460000e-01 1.016100000e-06 2.725730000e-06 3.741830000e-06 1.934380000e-03 0.000000000e+00 2.864500000e+08 1.665600000e+00 1.389100000e+00 2.386900000e+15 7.179130000e-01
7.678998300e-02 1.343100000e+07 9.672800000e+01 1.537400000e+17 3.504722194e-02 9.695290000e+09 1.628510000e+05 2.817180000e+04 5.780630000e+00 1.004910000e+00 9.720960000e-01 3.969000000e-01 3.312720000e-01 1.632410000e-01 1.071590000e-06 2.765250000e-06 3.836850000e-06 1.958790000e-03 0.000000000e+00 2.877700000e+08 1.665600000e+00 1.397600000e+00 2.383800000e+15 7.146740000e-01
7.900433600e-02 1.335900000e+07 9.529700000e+01 1.512700000e+17 3.781565022e-02 9.501050000e+09 1.660030000e+05 2.817180000e+04 5.892510000e+00 1.004820000e+00 9.722770000e-01 3.969100000e-01 3.308450000e-01 1.604930000e-01 1.122280000e-06 2.827410000e-06 3.949690000e-06 1.987380000e-03 0.000000000e+00 2.890500000e+08 1.665600000e+00 1.406100000e+00 2.380700000e+15 7.115810000e-01
8.124719700e-02 1.328700000e+07 9.388300000e+01 1.488300000e+17 4.073855454e-02 9.316800000e+09 1.690960000e+05 2.817180000e+04 6.002330000e+00 1.004730000e+00 9.724570000e-01 3.969200000e-01 3.303910000e-01 1.616290000e-01 1.174210000e-06 2.957230000e-06 4.131440000e-06 2.032590000e-03 0.000000000e+00 2.903400000e+08 1.665600000e+00 1.414500000e+00 2.377700000e+15 7.084810000e-01
8.337806200e-02 1.322000000e+07 9.257700000e+01 1.465600000e+17 4.362566563e-02 9.151820000e+09 1.719430000e+05 2.817180000e+04 6.103360000e+00 1.004650000e+00 9.726270000e-01 3.969290000e-01 3.299490000e-01 1.530670000e-01 1.223960000e-06 2.898600000e-06 4.122560000e-06 2.030410000e-03 0.000000000e+00 2.915000000e+08 1.665600000e+00 1.422600000e+00 2.374400000e+15 7.056990000e-01
8.533742700e-02 1.315600000e+07 9.136900000e+01 1.444400000e+17 4.637515071e-02 9.007390000e+09 1.744820000e+05 2.817180000e+04 6.193510000e+00 1.004570000e+00 9.727860000e-01 3.969380000e-01 3.295250000e-01 1.491960000e-01 1.270320000e-06 2.912510000e-06 4.182830000e-06 2.045200000e-03 0.000000000e+00 2.925800000e+08 1.665600000e+00 1.430300000e+00 2.371000000e+15 7.031480000e-01
8.717594000e-02 1.309500000e+07 9.021700000e+01 1.424100000e+17 4.903727205e-02 8.878230000e+09 1.767980000e+05 2.817180000e+04 6.275720000e+00 1.004500000e+00 9.729390000e-01 3.969460000e-01 3.291110000e-01 1.466140000e-01 1.314280000e-06 2.941840000e-06 4.256120000e-06 2.063040000e-03 0.000000000e+00 2.936200000e+08 1.665700000e+00 1.437900000e+00 2.367600000e+15 7.007280000e-01
8.896261600e-02 1.303700000e+07 8.914600000e+01 1.405200000e+17 5.170019469e-02 8.758450000e+09 1.789870000e+05 2.817180000e+04 6.353420000e+00 1.004440000e+00 9.730840000e-01 3.969530000e-01 3.286990000e-01 1.452360000e-01 1.357290000e-06 2.992930000e-06 4.350230000e-06 2.085720000e-03 0.000000000e+00 2.945900000e+08 1.665700000e+00 1.445000000e+00 2.364300000e+15 6.984660000e-01
9.056408200e-02 1.297900000e+07 8.807300000e+01 1.386300000e+17 5.415033993e-02 8.655390000e+09 1.808980000e+05 2.817180000e+04 6.421260000e+00 1.004370000e+00 9.732300000e-01 3.969610000e-01 3.283180000e-01 1.407410000e-01 1.396240000e-06 2.962910000e-06 4.359150000e-06 2.087860000e-03 0.000000000e+00 2.955500000e+08 1.665700000e+00 1.452300000e+00 2.360800000e+15 6.962420000e-01
9.235853000e-02 1.292200000e+07 8.702100000e+01 1.367600000e+17 5.696628320e-02 8.544260000e+09 1.829820000e+05 2.817180000e+04 6.495230000e+00 1.004310000e+00 9.733750000e-01 3.969680000e-01 3.278760000e-01 1.374040000e-01 1.440260000e-06 2.963640000e-06 4.403900000e-06 2.098550000e-03 0.000000000e+00 2.964900000e+08 1.665700000e+00 1.459700000e+00 2.357100000e+15 6.940830000e-01
9.392098900e-02 1.286800000e+07 8.605500000e+01 1.350400000e+17 5.947861198e-02 8.451170000e+09 1.847480000e+05 2.817180000e+04 6.557920000e+00 1.004250000e+00 9.735100000e-01 3.969750000e-01 3.274940000e-01 1.351730000e-01 1.478650000e-06 2.975750000e-06 4.454410000e-06 2.110550000e-03 0.000000000e+00 2.973500000e+08 1.665700000e+00 1.466600000e+00 2.353600000e+15 6.921070000e-01
9.544983500e-02 1.281500000e+07 8.510200000e+01 1.333400000e+17 6.199094075e-02 8.363190000e+09 1.864330000e+05 2.817180000e+04 6.617720000e+00 1.004190000e+00 9.736450000e-01 3.969810000e-01 3.271190000e-01 1.316400000e-01 1.516340000e-06 2.952730000e-06 4.469070000e-06 2.114020000e-03 0.000000000e+00 2.982000000e+08 1.665700000e+00 1.473500000e+00 2.350000000e+15 6.901880000e-01
9.697911400e-02 1.275900000e+07 8.412400000e+01 1.316000000e+17 6.455706403e-02 8.278130000e+09 1.880760000e+05 2.817180000e+04 6.676030000e+00 1.004130000e+00 9.737850000e-01 3.969880000e-01 3.267410000e-01 1.302130000e-01 1.554130000e-06 2.978030000e-06 4.532160000e-06 2.128890000e-03 0.000000000e+00 2.990700000e+08 1.665700000e+00 1.480800000e+00 2.346200000e+15 6.882150000e-01
9.860227400e-02 1.270300000e+07 8.313400000e+01 1.298200000e+17 6.733836532e-02 8.191050000e+09 1.897730000e+05 2.817180000e+04 6.736270000e+00 1.004070000e+00 9.739290000e-01 3.969950000e-01 3.263240000e-01 1.279310000e-01 1.594620000e-06 2.984040000e-06 4.578670000e-06 2.139780000e-03 0.000000000e+00 2.999600000e+08 1.665700000e+00 1.488300000e+00 2.342100000e+15 6.862270000e-01
1.001920970e-01 1.265300000e+07 8.226600000e+01 1.282600000e+17 7.011966660e-02 8.108680000e+09 1.913890000e+05 2.817180000e+04 6.793660000e+00 1.004020000e+00 9.740560000e-01 3.970010000e-01 3.259010000e-01 1.254880000e-01 1.634620000e-06 2.981610000e-06 4.616230000e-06 2.148540000e-03 0.000000000e+00 3.007400000e+08 1.665800000e+00 1.495000000e+00 2.338400000e+15 6.844940000e-01
1.014414430e-01 1.260700000e+07 8.148000000e+01 1.268500000e+17 7.234470763e-02 8.045840000e+09 1.926290000e+05 2.817180000e+04 6.837650000e+00 1.003980000e+00 9.741720000e-01 3.970060000e-01 3.255570000e-01 1.232910000e-01 1.666410000e-06 2.971160000e-06 4.637570000e-06 2.153500000e-03 0.000000000e+00 3.014400000e+08 1.665800000e+00 1.501300000e+00 2.334900000e+15 6.829350000e-01
1.027690800e-01 1.256000000e+07 8.067200000e+01 1.253900000e+17 7.474683094e-02 7.980780000e+09 1.939160000e+05 2.817180000e+04 6.883330000e+00 1.003930000e+00 9.742930000e-01 3.970110000e-01 3.251770000e-01 1.206620000e-01 1.700540000e-06 2.950790000e-06 4.651330000e-06 2.156690000e-03 0.000000000e+00 3.021600000e+08 1.665800000e+00 1.507800000e+00 2.331200000e+15 6.813480000e-01
1.041077790e-01 1.251500000e+07 7.992200000e+01 1.240300000e+17 7.720798168e-02 7.916870000e+09 1.951830000e+05 2.817180000e+04 6.928300000e+00 1.003880000e+00 9.744060000e-01 3.970170000e-01 3.247800000e-01 1.183240000e-01 1.735330000e-06 2.935810000e-06 4.671130000e-06 2.161280000e-03 0.000000000e+00 3.028200000e+08 1.665800000e+00 1.513900000e+00 2.327600000e+15 6.798870000e-01
1.052621500e-01 1.247100000e+07 7.918500000e+01 1.226900000e+17 7.936148858e-02 7.863120000e+09 1.962500000e+05 2.817180000e+04 6.966200000e+00 1.003840000e+00 9.745190000e-01 3.970220000e-01 3.244220000e-01 1.166360000e-01 1.765800000e-06 2.929300000e-06 4.695090000e-06 2.166820000e-03 0.000000000e+00 3.034800000e+08 1.665800000e+00 1.520000000e+00 2.324000000e+15 6.784580000e-01
1.065630220e-01 1.242400000e+07 7.839000000e+01 1.212500000e+17 8.182263932e-02 7.803960000e+09 1.974270000e+05 2.817180000e+04 7.007950000e+00 1.003790000e+00 9.746420000e-01 3.970270000e-01 3.239990000e-01 1.140750000e-01 1.800630000e-06 2.903750000e-06 4.704380000e-06 2.168960000e-03 0.000000000e+00 3.041800000e+08 1.665800000e+00 1.526700000e+00 2.319900000e+15 6.769320000e-01
1.079286830e-01 1.237700000e+07 7.762400000e+01 1.198600000e+17 8.444522590e-02 7.743390000e+09 1.986310000e+05 2.817180000e+04 7.050700000e+00 1.003750000e+00 9.747620000e-01 3.970320000e-01 3.235370000e-01 1.119690000e-01 1.837680000e-06 2.889720000e-06 4.727400000e-06 2.174260000e-03 0.000000000e+00 3.048500000e+08 1.665800000e+00 1.533200000e+00 2.315900000e+15 6.754730000e-01
1.091503480e-01 1.233000000e+07 7.685700000e+01 1.184600000e+17 8.682474296e-02 7.690540000e+09 1.996820000e+05 2.817180000e+04 7.088000000e+00 1.003710000e+00 9.748830000e-01 3.970370000e-01 3.231070000e-01 1.101930000e-01 1.871340000e-06 2.878280000e-06 4.749620000e-06 2.179360000e-03 0.000000000e+00 3.055300000e+08 1.665800000e+00 1.539800000e+00 2.311800000e+15 6.740210000e-01
1.105272990e-01 1.228700000e+07 7.615700000e+01 1.171800000e+17 8.954419103e-02 7.632370000e+09 2.008370000e+05 2.817180000e+04 7.129010000e+00 1.003670000e+00 9.749950000e-01 3.970420000e-01 3.226060000e-01 1.076110000e-01 1.909720000e-06 2.848330000e-06 4.758050000e-06 2.181300000e-03 0.000000000e+00 3.061400000e+08 1.665800000e+00 1.545900000e+00 2.307800000e+15 6.727110000e-01
1.115471350e-01 1.224400000e+07 7.545700000e+01 1.159000000e+17 9.158377709e-02 7.590200000e+09 2.016730000e+05 2.817180000e+04 7.158670000e+00 1.003630000e+00 9.751090000e-01 3.970460000e-01 3.222210000e-01 1.058750000e-01 1.938630000e-06 2.829430000e-06 4.768060000e-06 2.183590000e-03 0.000000000e+00 3.067500000e+08 1.665800000e+00 1.552000000e+00 2.303800000e+15 6.714090000e-01
1.129253040e-01 1.219600000e+07 7.468800000e+01 1.145000000e+17 9.437397435e-02 7.534440000e+09 2.027750000e+05 2.817180000e+04 7.197810000e+00 1.003580000e+00 9.752350000e-01 3.970510000e-01 3.216830000e-01 1.040120000e-01 1.978170000e-06 2.815280000e-06 4.793450000e-06 2.189400000e-03 0.000000000e+00 3.074200000e+08 1.665900000e+00 1.558900000e+00 2.299300000e+15 6.699890000e-01
1.142057900e-01 1.215300000e+07 7.400800000e+01 1.132500000e+17 9.700111357e-02 7.483870000e+09 2.037720000e+05 2.817180000e+04 7.233210000e+00 1.003540000e+00 9.753470000e-01 3.970560000e-01 3.211700000e-01 1.021100000e-01 2.015310000e-06 2.795910000e-06 4.811220000e-06 2.193450000e-03 0.000000000e+00 3.080100000e+08 1.665900000e+00 1.565000000e+00 2.295200000e+15 6.687430000e-01
1.152907200e-01 1.211400000e+07 7.339000000e+01 1.121200000e+17 9.925294719e-02 7.441900000e+09 2.045970000e+05 2.817180000e+04 7.262490000e+00 1.003510000e+00 9.754510000e-01 3.970600000e-01 3.207230000e-01 1.004730000e-01 2.047190000e-06 2.777740000e-06 4.824930000e-06 2.196570000e-03 0.000000000e+00 3.085400000e+08 1.665900000e+00 1.570700000e+00 2.291400000e+15 6.676180000e-01
1.163644880e-01 1.207200000e+07 7.273100000e+01 1.109100000e+17 1.015047808e-01 7.401110000e+09 2.053950000e+05 2.817180000e+04 7.290820000e+00 1.003470000e+00 9.755620000e-01 3.970640000e-01 3.202670000e-01 9.825470000e-02 2.079180000e-06 2.741700000e-06 4.820890000e-06 2.195650000e-03 0.000000000e+00 3.091100000e+08 1.665900000e+00 1.576800000e+00 2.287200000e+15 6.664330000e-01
1.176036870e-01 1.202900000e+07 7.207400000e+01 1.097000000e+17 1.041319200e-01 7.354910000e+09 2.062940000e+05 2.817180000e+04 7.322730000e+00 1.003430000e+00 9.756750000e-01 3.970680000e-01 3.197290000e-01 9.646120000e-02 2.116470000e-06 2.720180000e-06 4.836660000e-06 2.199240000e-03 0.000000000e+00 3.096700000e+08 1.665900000e+00 1.582900000e+00 2.282900000e+15 6.652610000e-01
1.186909750e-01 1.198900000e+07 7.144500000e+01 1.085400000e+17 1.064618289e-01 7.315190000e+09 2.070640000e+05 2.817180000e+04 7.350030000e+00 1.003400000e+00 9.757840000e-01 3.970730000e-01 3.192470000e-01 9.524200000e-02 2.149580000e-06 2.710440000e-06 4.860020000e-06 2.204550000e-03 0.000000000e+00 3.102100000e+08 1.665900000e+00 1.588800000e+00 2.278700000e+15 6.641430000e-01
1.198395110e-01 1.194300000e+07 7.075300000e+01 1.072700000e+17 1.089478884e-01 7.274010000e+09 2.078570000e+05 2.817180000e+04 7.378180000e+00 1.003360000e+00 9.759050000e-01 3.970770000e-01 3.187240000e-01 9.310500000e-02 2.185000000e-06 2.674420000e-06 4.859420000e-06 2.204410000e-03 0.000000000e+00 3.108000000e+08 1.665900000e+00 1.595500000e+00 2.274000000e+15 6.629270000e-01
1.211649370e-01 1.189500000e+07 7.002200000e+01 1.059200000e+17 1.118482911e-01 7.227400000e+09 2.087470000e+05 2.817180000e+04 7.409790000e+00 1.003320000e+00 9.760350000e-01 3.970820000e-01 3.181070000e-01 9.095550000e-02 2.226340000e-06 2.640570000e-06 4.866910000e-06 2.206110000e-03 0.000000000e+00 3.114100000e+08 1.665900000e+00 1.602600000e+00 2.268900000e+15 6.616580000e-01
1.224753820e-01 1.185100000e+07 6.935500000e+01 1.046900000e+17 1.147486939e-01 7.182280000e+09 2.096020000e+05 2.817180000e+04 7.440140000e+00 1.003280000e+00 9.761550000e-01 3.970860000e-01 3.174850000e-01 8.936670000e-02 2.267610000e-06 2.621230000e-06 4.888840000e-06 2.211070000e-03 0.000000000e+00 3.119700000e+08 1.665900000e+00 1.609100000e+00 2.264100000e+15 6.605080000e-01
1.235872090e-01 1.181400000e+07 6.879300000e+01 1.036600000e+17 1.172347533e-01 7.144780000e+09 2.103070000e+05 2.817180000e+04 7.465180000e+00 1.003250000e+00 9.762570000e-01 3.970890000e-01 3.169470000e-01 8.824780000e-02 2.302980000e-06 2.610580000e-06 4.913550000e-06 2.216650000e-03 0.000000000e+00 3.124400000e+08 1.665900000e+00 1.614700000e+00 2.260100000e+15 6.595430000e-01
1.245254440e-01 1.178600000e+07 6.837400000e+01 1.028800000e+17 1.193504785e-01 7.113600000e+09 2.108890000e+05 2.817180000e+04 7.485810000e+00 1.003230000e+00 9.763340000e-01 3.970920000e-01 3.164870000e-01 8.568000000e-02 2.333050000e-06 2.552630000e-06 4.885680000e-06 2.210360000e-03 0.000000000e+00 3.127900000e+08 1.666000000e+00 1.618900000e+00 2.256900000e+15 6.588360000e-01
1.251314020e-01 1.175300000e+07 6.788000000e+01 1.019700000e+17 1.207255350e-01 7.093680000e+09 2.112570000e+05 2.817180000e+04 7.498890000e+00 1.003200000e+00 9.764250000e-01 3.970950000e-01 3.161840000e-01 8.532640000e-02 2.352820000e-06 2.553540000e-06 4.906370000e-06 2.215030000e-03 0.000000000e+00 3.132000000e+08 1.666000000e+00 1.623900000e+00 2.253200000e+15 6.580040000e-01
1.263346120e-01 1.170900000e+07 6.723400000e+01 1.007800000e+17 1.234756480e-01 7.054720000e+09 2.119740000e+05 2.817180000e+04 7.524320000e+00 1.003170000e+00 9.765460000e-01 3.970990000e-01 3.155710000e-01 8.370570000e-02 2.392240000e-06 2.527240000e-06 4.919480000e-06 2.217990000e-03 0.000000000e+00 3.137300000e+08 1.666000000e+00 1.630500000e+00 2.248300000e+15 6.569240000e-01
1.275265760e-01 1.166600000e+07 6.659800000e+01 9.960400000e+16 1.262257611e-01 7.016800000e+09 2.126630000e+05 2.817180000e+04 7.548790000e+00 1.003130000e+00 9.766670000e-01 3.971030000e-01 3.149570000e-01 8.165430000e-02 2.431570000e-06 2.486520000e-06 4.918090000e-06 2.217680000e-03 0.000000000e+00 3.142500000e+08 1.666000000e+00 1.637100000e+00 2.243300000e+15 6.558770000e-01
1.287077340e-01 1.163000000e+07 6.607600000e+01 9.863900000e+16 1.289758741e-01 6.979890000e+09 2.133260000e+05 2.817180000e+04 7.572340000e+00 1.003100000e+00 9.767670000e-01 3.971060000e-01 3.143410000e-01 8.052560000e-02 2.470780000e-06 2.472650000e-06 4.943430000e-06 2.223380000e-03 0.000000000e+00 3.146800000e+08 1.666000000e+00 1.642600000e+00 2.239100000e+15 6.550210000e-01
1.294893740e-01 1.160200000e+07 6.566300000e+01 9.787600000e+16 1.308092828e-01 6.955840000e+09 2.137550000e+05 2.817180000e+04 7.587540000e+00 1.003080000e+00 9.768470000e-01 3.971090000e-01 3.139290000e-01 7.939480000e-02 2.496950000e-06 2.451140000e-06 4.948090000e-06 2.224430000e-03 0.000000000e+00 3.150200000e+08 1.666000000e+00 1.647000000e+00 2.235800000e+15 6.543470000e-01
1.302665240e-01 1.156500000e+07 6.513000000e+01 9.689100000e+16 1.326426915e-01 6.932200000e+09 2.141720000e+05 2.817180000e+04 7.602360000e+00 1.003050000e+00 9.769510000e-01 3.971120000e-01 3.135130000e-01 7.829450000e-02 2.523270000e-06 2.430010000e-06 4.953290000e-06 2.225600000e-03 0.000000000e+00 3.154500000e+08 1.666000000e+00 1.652700000e+00 2.231400000e+15 6.534840000e-01
1.315044470e-01 1.153100000e+07 6.464000000e+01 9.598600000e+16 1.355845390e-01 6.895110000e+09 2.148200000e+05 2.817180000e+04 7.625350000e+00 1.003020000e+00 9.770480000e-01 3.971150000e-01 3.128500000e-01 7.690450000e-02 2.565060000e-06 2.406900000e-06 4.971960000e-06 2.229790000e-03 0.000000000e+00 3.158500000e+08 1.666000000e+00 1.658000000e+00 2.227300000e+15 6.526980000e-01
1.321393090e-01 1.150100000e+07 6.419800000e+01 9.517000000e+16 1.371033964e-01 6.876340000e+09 2.151440000e+05 2.817180000e+04 7.636860000e+00 1.003000000e+00 9.771360000e-01 3.971180000e-01 3.125070000e-01 7.556920000e-02 2.586730000e-06 2.374880000e-06 4.961610000e-06 2.227470000e-03 0.000000000e+00 3.162000000e+08 1.666000000e+00 1.662800000e+00 2.223600000e+15 6.519970000e-01
1.331911840e-01 1.146200000e+07 6.365400000e+01 9.416500000e+16 1.396348253e-01 6.845610000e+09 2.156690000e+05 2.817180000e+04 7.655500000e+00 1.002970000e+00 9.772450000e-01 3.971210000e-01 3.119310000e-01 7.457650000e-02 2.622830000e-06 2.359960000e-06 4.982790000e-06 2.232220000e-03 0.000000000e+00 3.166300000e+08 1.666000000e+00 1.668800000e+00 2.219000000e+15 6.511370000e-01
1.342354910e-01 1.143200000e+07 6.322400000e+01 9.337100000e+16 1.421662543e-01 6.815560000e+09 2.161760000e+05 2.817180000e+04 7.673480000e+00 1.002950000e+00 9.773330000e-01 3.971240000e-01 3.113560000e-01 7.314150000e-02 2.658720000e-06 2.330100000e-06 4.988810000e-06 2.233570000e-03 0.000000000e+00 3.169800000e+08 1.666000000e+00 1.673600000e+00 2.215200000e+15 6.504650000e-01
1.348585420e-01 1.140200000e+07 6.279700000e+01 9.258300000e+16 1.436851117e-01 6.797840000e+09 2.164710000e+05 2.817180000e+04 7.683970000e+00 1.002930000e+00 9.774200000e-01 3.971260000e-01 3.110080000e-01 7.231540000e-02 2.680440000e-06 2.312820000e-06 4.993260000e-06 2.234560000e-03 0.000000000e+00 3.173100000e+08 1.666000000e+00 1.678400000e+00 2.211500000e+15 6.498010000e-01
1.358912650e-01 1.136500000e+07 6.227100000e+01 9.161100000e+16 1.462165407e-01 6.768820000e+09 2.169490000e+05 2.817180000e+04 7.700950000e+00 1.002900000e+00 9.775290000e-01 3.971290000e-01 3.104230000e-01 7.100520000e-02 2.716600000e-06 2.285570000e-06 5.002170000e-06 2.236550000e-03 0.000000000e+00 3.177300000e+08 1.666000000e+00 1.684400000e+00 2.206700000e+15 6.489900000e-01
1.369170600e-01 1.133500000e+07 6.185000000e+01 9.083300000e+16 1.487479696e-01 6.740380000e+09 2.174110000e+05 2.817180000e+04 7.717320000e+00 1.002880000e+00 9.776180000e-01 3.971320000e-01 3.098410000e-01 6.960920000e-02 2.752560000e-06 2.254760000e-06 5.007320000e-06 2.237700000e-03 0.000000000e+00 3.180600000e+08 1.666100000e+00 1.689200000e+00 2.202900000e+15 6.483490000e-01
